RN,RN_CD,geometry
신선로149번길,4310584,"0    LINESTRING (129.3287306976734 35.5232091187592...
Name: geometry, dtype: object"
신선로149번길,4310584,"0    LINESTRING (129.3288000591055 35.5227729828037...
Name: geometry, dtype: object"
신선로183번길,4310585,"0    LINESTRING (129.3325940734048 35.5226981038816...
Name: geometry, dtype: object"
신선로184번길,4310586,"0    LINESTRING (129.3360397649348 35.5207505577867...
Name: geometry, dtype: object"
신선로184번길,4310586,"0    LINESTRING (129.3325940734048 35.5226981038816...
Name: geometry, dtype: object"
신선로184번길,4310586,"0    LINESTRING (129.3367253644335 35.5203997986895...
Name: geometry, dtype: object"
신선로184번길,4310586,"0    LINESTRING (129.3364218338429 35.5205550879619...
Name: geometry, dtype: object"
신선로184번길,4310586,"0    LINESTRING (129.3387326392031 35.5193739272671...
Name: geometry, dtype: object"
신선로65번길,4310587,"0    LINESTRING (129.3197596473651 35.5216920790163...
Name: geometry, dtype: object"
신선로74번길,4310588,"0    LINESTRING (129.3206634426683 35.5211340326918...
Name: geometry, dtype: object"
신선로74번길,4310588,"0    LINESTRING (129.3205491229483 35.5217843319660...
Name: geometry, dtype: object"
신선로83번길,4310589,"0    LINESTRING (129.3217270250912 35.5219219658653...
Name: geometry, dtype: object"
신선로84번길,4310590,"0    LINESTRING (129.3217832350592 35.5215766742637...
Name: geometry, dtype: object"
신선로84번길,4310590,"0    LINESTRING (129.3217270250912 35.5219219658653...
Name: geometry, dtype: object"
신여천로35번길,4310591,"0    LINESTRING (129.3470258650115 35.5132770439348...
Name: geometry, dtype: object"
신정로106번길,4310592,"0    LINESTRING (129.3198834250271 35.5409966212697...
Name: geometry, dtype: object"
신정로116번길,4310593,"0    LINESTRING (129.3195193203735 35.5419280501851...
Name: geometry, dtype: object"
신정로126번길,4310594,"0    LINESTRING (129.3233959600686 35.5439644201235...
Name: geometry, dtype: object"
신정로126번길,4310594,"0    LINESTRING (129.3191579588105 35.5428525036564...
Name: geometry, dtype: object"
신정로12번길,4310595,"0    LINESTRING (129.3233697337379 35.5331886689927...
Name: geometry, dtype: object"
신정로12번길,4310595,"0    LINESTRING (129.3229329241136 35.5330709803187...
Name: geometry, dtype: object"
신정로143번길,4310596,"0    LINESTRING (129.317590151328 35.54404654665355...
Name: geometry, dtype: object"
신정로143번길,4310596,"0    LINESTRING (129.3162053378645 35.5436826034606...
Name: geometry, dtype: object"
신정로143번길,4310596,"0    LINESTRING (129.3179485576113 35.5441407380830...
Name: geometry, dtype: object"
신정로143번길,4310596,"0    LINESTRING (129.3170793186618 35.5439122941259...
Name: geometry, dtype: object"
신정로148번길,4310597,"0    LINESTRING (129.3184258921785 35.5447657748379...
Name: geometry, dtype: object"
신정로153번길,4310598,"0    LINESTRING (129.3165975290756 35.5447830042959...
Name: geometry, dtype: object"
신정로153번길,4310598,"0    LINESTRING (129.3156121354422 35.5445272917294...
Name: geometry, dtype: object"
신정로153번길,4310598,"0    LINESTRING (129.3152705028658 35.5444386377299...
Name: geometry, dtype: object"
신정로153번길,4310598,"0    LINESTRING (129.3175993439999 35.5450429649043...
Name: geometry, dtype: object"
신정로153번길,4310598,"0    LINESTRING (129.3156908761879 35.5445477261953...
Name: geometry, dtype: object"
신정로160번길,4310599,"0    LINESTRING (129.3180759149508 35.5456610199273...
Name: geometry, dtype: object"
신정로163번길,4310600,"0    LINESTRING (129.3169225860465 35.5458703753221...
Name: geometry, dtype: object"
신정로163번길,4310600,"0    LINESTRING (129.3172464871459 35.5459545825951...
Name: geometry, dtype: object"
신정로17번길,4310601,"0    LINESTRING (129.3227799180008 35.5334841267892...
Name: geometry, dtype: object"
신정로18번길,4310602,"0    LINESTRING (129.3232394275576 35.5335370064600...
Name: geometry, dtype: object"
신정로18번길,4310602,"0    LINESTRING (129.3227972520804 35.5334373214569...
Name: geometry, dtype: object"
신정로192번길,4310603,"0    LINESTRING (129.3169791111303 35.5484819387272...
Name: geometry, dtype: object"
신정로203번길,4310604,"0    LINESTRING (129.3165515887731 35.5495900416690...
Name: geometry, dtype: object"
신정로204번길,4310605,"0    LINESTRING (129.3199214191206 35.5494323821366...
Name: geometry, dtype: object"
신정로204번길,4310605,"0    LINESTRING (129.3165515887731 35.5495900416690...
Name: geometry, dtype: object"
신정로20번길,4310606,"0    LINESTRING (129.324822671367 35.53425839519278...
Name: geometry, dtype: object"
신정로20번길,4310606,"0    LINESTRING (129.3226857201909 35.5337384796182...
Name: geometry, dtype: object"
신정로20번길,4310606,"0    LINESTRING (129.3243479767864 35.5341430664841...
Name: geometry, dtype: object"
신정로20번길,4310606,"0    LINESTRING (129.3231224786394 35.5338452906802...
Name: geometry, dtype: object"
신정로30번길,4310607,"0    LINESTRING (129.3223807925334 35.5345618846074...
Name: geometry, dtype: object"
신정로30번길,4310607,"0    LINESTRING (129.3244865074747 35.5351075219283...
Name: geometry, dtype: object"
신정로33번길,4310608,"0    LINESTRING (129.3211326508022 35.5346569779608...
Name: geometry, dtype: object"
신정로33번길,4310608,"0    LINESTRING (129.3201803146221 35.5344070457650...
Name: geometry, dtype: object"
신정로34번길,4310609,"0    LINESTRING (129.3225361301232 35.5349791940075...
Name: geometry, dtype: object"
신정로34번길,4310609,"0    LINESTRING (129.3224946378143 35.5349681824859...
Name: geometry, dtype: object"
신정로34번길,4310609,"0    LINESTRING (129.3245031478097 35.5355011986541...
Name: geometry, dtype: object"
신정로37번길,4310610,"0    LINESTRING (129.3221104638699 35.5353003849741...
Name: geometry, dtype: object"
신정로37번길,4310610,"0    LINESTRING (129.3186663606641 35.5344184185186...
Name: geometry, dtype: object"
신정로37번길,4310610,"0    LINESTRING (129.3190496717352 35.5345166152807...
Name: geometry, dtype: object"
신정로38번길,4310611,"0    LINESTRING (129.3223635154293 35.5353042725062...
Name: geometry, dtype: object"
신정로40번길,4310612,"0    LINESTRING (129.322063101633 35.53542978349443...
Name: geometry, dtype: object"
신정로54번길,4310613,"0    LINESTRING (129.3216305250953 35.5365632462940...
Name: geometry, dtype: object"
신정로58번길,4310614,"0    LINESTRING (129.3214630491881 35.5369873529805...
Name: geometry, dtype: object"
신정로68번길,4310615,"0    LINESTRING (129.3211159629679 35.5378662327160...
Name: geometry, dtype: object"
신정로78번길,4310616,"0    LINESTRING (129.3207707667703 35.5387397706809...
Name: geometry, dtype: object"
신정로87번길,4310617,"0    LINESTRING (129.3188548539355 35.5390507630645...
Name: geometry, dtype: object"
신정로87번길,4310617,"0    LINESTRING (129.3198493313967 35.5393118873704...
Name: geometry, dtype: object"
신정로88번길,4310618,"0    LINESTRING (129.320445837387 35.53956201541117...
Name: geometry, dtype: object"
신화로15번길,4310619,"0    LINESTRING (129.3322745811381 35.5290369259243...
Name: geometry, dtype: object"
신화로15번길,4310619,"0    LINESTRING (129.3325473493881 35.5295402163350...
Name: geometry, dtype: object"
신화로15번길,4310619,"0    LINESTRING (129.332829013791 35.53085738789852...
Name: geometry, dtype: object"
신화로41번길,4310620,"0    LINESTRING (129.3372514072572 35.5298461895861...
Name: geometry, dtype: object"
신화로41번길,4310620,"0    LINESTRING (129.3345941505631 35.5282606441318...
Name: geometry, dtype: object"
신화로5번길,4310621,"0    LINESTRING (129.3314418121587 35.5309431366459...
Name: geometry, dtype: object"
신화로5번길,4310621,"0    LINESTRING (129.3313454398036 35.5293792394902...
Name: geometry, dtype: object"
신화로5번길,4310621,"0    LINESTRING (129.3314165952858 35.5299249320248...
Name: geometry, dtype: object"
신화로82번길,4310622,"0    LINESTRING (129.3388840597193 35.5264759105499...
Name: geometry, dtype: object"
신화로8번길,4310623,"0    LINESTRING (129.33146453776 35.52933848162478,...
Name: geometry, dtype: object"
신화로8번길,4310623,"0    LINESTRING (129.3314018479802 35.5290050388624...
Name: geometry, dtype: object"
신화로8번길,4310623,"0    LINESTRING (129.331397634575 35.52873798772028...
Name: geometry, dtype: object"
신화로9번길,4310624,"0    LINESTRING (129.3318265087068 35.5298036314091...
Name: geometry, dtype: object"
신화로9번길,4310624,"0    LINESTRING (129.3316140809611 35.5292797315855...
Name: geometry, dtype: object"
야음로11번길,4310625,"0    LINESTRING (129.320885854539 35.52344418692707...
Name: geometry, dtype: object"
야음로11번길,4310625,"0    LINESTRING (129.3207565605748 35.5241554714275...
Name: geometry, dtype: object"
야음로11번길,4310625,"0    LINESTRING (129.324059586695 35.52332598123309...
Name: geometry, dtype: object"
야음로12번길,4310626,"0    LINESTRING (129.3240576798923 35.5233371263493...
Name: geometry, dtype: object"
야음로26번길,4310627,"0    LINESTRING (129.3238778145225 35.5245927156742...
Name: geometry, dtype: object"
야음로26번길,4310627,"0    LINESTRING (129.3301556090022 35.5243840580299...
Name: geometry, dtype: object"
야음로5번길,4310630,"0    LINESTRING (129.3241566743091 35.5227565081212...
Name: geometry, dtype: object"
야음로5번길,4310630,"0    LINESTRING (129.3212176353586 35.5224291516165...
Name: geometry, dtype: object"
야음로6번길,4310631,"0    LINESTRING (129.3241552847397 35.5227646595539...
Name: geometry, dtype: object"
야음로6번길,4310631,"0    LINESTRING (129.3255821071589 35.5229501073767...
Name: geometry, dtype: object"
야음본로22번길,4310633,"0    LINESTRING (129.3340603166603 35.5199223959508...
Name: geometry, dtype: object"
야음본로22번길,4310633,"0    LINESTRING (129.3340150461711 35.5198625395044...
Name: geometry, dtype: object"
야음본로22번길,4310633,"0    LINESTRING (129.3337890496655 35.5195637787766...
Name: geometry, dtype: object"
야음본로22번길,4310633,"0    LINESTRING (129.3342357569008 35.5201543203135...
Name: geometry, dtype: object"
야음본로26번길,4310634,"0    LINESTRING (129.3346427415939 35.5199506216228...
Name: geometry, dtype: object"
야음본로47번길,4310635,"0    LINESTRING (129.3371634256756 35.5194158973972...
Name: geometry, dtype: object"
야음본로47번길,4310635,"0    LINESTRING (129.3370578533458 35.5192799872782...
Name: geometry, dtype: object"
야음본로47번길,4310635,"0    LINESTRING (129.3368743523858 35.5190437722067...
Name: geometry, dtype: object"
야음본로47번길,4310635,"0    LINESTRING (129.336756821841 35.51889246487142...
Name: geometry, dtype: object"
야음본로50번길,4310636,"0    LINESTRING (129.336319200002 35.51803159057783...
Name: geometry, dtype: object"
야음본로50번길,4310636,"0    LINESTRING (129.3364201298037 35.5181652159644...
Name: geometry, dtype: object"
야음본로50번길,4310636,"0    LINESTRING (129.3362633312601 35.5179576230368...
Name: geometry, dtype: object"
야음본로50번길,4310636,"0    LINESTRING (129.3369110936254 35.5188152455494...
Name: geometry, dtype: object"
야음본로62번길,4310637,"0    LINESTRING (129.3379227364445 35.5183088650217...
Name: geometry, dtype: object"
야음본로76번길,4310638,"0    LINESTRING (129.3389277951073 35.5172938388445...
Name: geometry, dtype: object"
야음본로90번길,4310639,"0    LINESTRING (129.3402096711891 35.5165988977472...
Name: geometry, dtype: object"
어은로11번길,4310640,"0    LINESTRING (129.2734428402112 35.5502505955500...
Name: geometry, dtype: object"
어은로11번길,4310640,"0    LINESTRING (129.2731443598847 35.5503803696159...
Name: geometry, dtype: object"
어은로14번길,4310641,"0    LINESTRING (129.2738472149525 35.5503358374413...
Name: geometry, dtype: object"
어은로15번길,4310642,"0    LINESTRING (129.2733579219925 35.5507117083520...
Name: geometry, dtype: object"
어은로18번길,4310643,"0    LINESTRING (129.2740417115642 35.5506346543074...
Name: geometry, dtype: object"
어은로22번길,4310644,"0    LINESTRING (129.2755235780331 35.5509737508680...
Name: geometry, dtype: object"
어은로22번길,4310644,"0    LINESTRING (129.2742413536222 35.5509413545295...
Name: geometry, dtype: object"
어은로3번길,4310645,"0    LINESTRING (129.2728063252886 35.5498638695467...
Name: geometry, dtype: object"
어은로3번길,4310645,"0    LINESTRING (129.2731076253094 35.5497334320134...
Name: geometry, dtype: object"
어은로4번길,4310646,"0    LINESTRING (129.273392373868 35.54961375644101...
Name: geometry, dtype: object"
어은로7번길,4310647,"0    LINESTRING (129.2729728754949 35.5501183533493...
Name: geometry, dtype: object"
어은로8번길,4310648,"0    LINESTRING (129.2735852837392 35.5499237897522...
Name: geometry, dtype: object"
여천로12번길,4310649,"0    LINESTRING (129.3388323074896 35.5208013373498...
Name: geometry, dtype: object"
여천로12번길,4310649,"0    LINESTRING (129.3361672714483 35.5222369996222...
Name: geometry, dtype: object"
여천로12번길,4310649,"0    LINESTRING (129.3364201680912 35.5220382018744...
Name: geometry, dtype: object"
여천로12번길,4310649,"0    LINESTRING (129.3359938782015 35.5223733058641...
Name: geometry, dtype: object"
여천로12번길,4310649,"0    LINESTRING (129.3352846804764 35.5229273051186...
Name: geometry, dtype: object"
여천로163번길,4310650,"0    LINESTRING (129.3512830706243 35.5256629701390...
Name: geometry, dtype: object"
여천로217번길,4310651,"0    LINESTRING (129.3560167039503 35.5285679729233...
Name: geometry, dtype: object"
여천로32번길,4310652,"0    LINESTRING (129.3373467648615 35.5234107183736...
Name: geometry, dtype: object"
여천로41번길,4310653,"0    LINESTRING (129.338317986094 35.52359447242016...
Name: geometry, dtype: object"
여천로41번길,4310653,"0    LINESTRING (129.3386003146651 35.5250853685624...
Name: geometry, dtype: object"
여천로41번길,4310653,"0    LINESTRING (129.3383838615813 35.5250407091595...
Name: geometry, dtype: object"
여천로41번길,4310653,"0    LINESTRING (129.3386358365385 35.5244910965932...
Name: geometry, dtype: object"
여천로5번길,4310654,"0    LINESTRING (129.3346367210033 35.5227835282710...
Name: geometry, dtype: object"
여천로5번길,4310654,"0    LINESTRING (129.3334829305544 35.5237732857093...
Name: geometry, dtype: object"
여천로5번길,4310654,"0    LINESTRING (129.3334431724465 35.5253014153183...
Name: geometry, dtype: object"
여천로5번길,4310654,"0    LINESTRING (129.3329450069379 35.5242086577969...
Name: geometry, dtype: object"
여천로5번길,4310654,"0    LINESTRING (129.3312701851193 35.5259398241492...
Name: geometry, dtype: object"
여천로5번길,4310654,"0    LINESTRING (129.3337595125871 35.5235459203865...
Name: geometry, dtype: object"
여천로5번길,4310654,"0    LINESTRING (129.3340431360036 35.5233127396809...
Name: geometry, dtype: object"
여천로5번길,4310654,"0    LINESTRING (129.3332145458973 35.5239917320624...
Name: geometry, dtype: object"
여천로5번길,4310654,"0    LINESTRING (129.3324154406929 35.5248576926679...
Name: geometry, dtype: object"
여천로5번길,4310654,"0    LINESTRING (129.3322022056984 35.5250567427656...
Name: geometry, dtype: object"
여천로5번길,4310654,"0    LINESTRING (129.3325503932052 35.5247141245167...
Name: geometry, dtype: object"
여천로5번길,4310654,"0    LINESTRING (129.3342717109024 35.5231249732593...
Name: geometry, dtype: object"
여천로66번길,4310655,"0    LINESTRING (129.3411968728396 35.5238037573347...
Name: geometry, dtype: object"
여천로66번길,4310655,"0    LINESTRING (129.3410089605173 35.5240855987079...
Name: geometry, dtype: object"
여천로80번길,4310656,"0    LINESTRING (129.3419389826435 35.5232635105467...
Name: geometry, dtype: object"
여천로80번길,4310656,"0    LINESTRING (129.3417781951582 35.5230020658626...
Name: geometry, dtype: object"
여천로80번길,4310656,"0    LINESTRING (129.3413800054208 35.5223546163779...
Name: geometry, dtype: object"
여천로80번길,4310656,"0    LINESTRING (129.3414733524348 35.5225064018483...
Name: geometry, dtype: object"
여천로80번길,4310656,"0    LINESTRING (129.3420448871414 35.5234357104920...
Name: geometry, dtype: object"
여천로80번길,4310656,"0    LINESTRING (129.3423892160085 35.5239780115560...
Name: geometry, dtype: object"
여천로80번길,4310656,"0    LINESTRING (129.3412485219785 35.5221421098237...
Name: geometry, dtype: object"
여천로80번길,4310656,"0    LINESTRING (129.3414703774276 35.5225015702771...
Name: geometry, dtype: object"
여천로80번길,4310656,"0    LINESTRING (129.3425528854484 35.5243933073213...
Name: geometry, dtype: object"
여천로80번길,4310656,"0    LINESTRING (129.3421760424275 35.5236426109911...
Name: geometry, dtype: object"
여천로80번길,4310656,"0    LINESTRING (129.3416520326169 35.5227969353879...
Name: geometry, dtype: object"
옥현로2번길,4310657,"0    LINESTRING (129.2566447135984 35.5387786483292...
Name: geometry, dtype: object"
옥현로39번길,4310658,"0    LINESTRING (129.2603754423178 35.5403704957006...
Name: geometry, dtype: object"
옥현로46번길,4310659,"0    LINESTRING (129.2618357850313 35.5402027122106...
Name: geometry, dtype: object"
옥현로46번길,4310659,"0    LINESTRING (129.2614627861376 35.5404064164289...
Name: geometry, dtype: object"
옥현로46번길,4310659,"0    LINESTRING (129.2608079943071 35.5407640090155...
Name: geometry, dtype: object"
옥현로46번길,4310659,"0    LINESTRING (129.2611440871441 35.5405804581371...
Name: geometry, dtype: object"
옥현로51번길,4310660,"0    LINESTRING (129.2611917889999 35.5411818615763...
Name: geometry, dtype: object"
옥현로58번길,4310661,"0    LINESTRING (129.2628149341477 35.5408115009985...
Name: geometry, dtype: object"
옥현로58번길,4310661,"0    LINESTRING (129.2615058812528 35.5415238209555...
Name: geometry, dtype: object"
옥현로58번길,4310661,"0    LINESTRING (129.2639021812794 35.5402197922736...
Name: geometry, dtype: object"
옥현로58번길,4310661,"0    LINESTRING (129.2647274771317 35.5397706268119...
Name: geometry, dtype: object"
옥현로60번길,4310662,"0    LINESTRING (129.2619099715582 35.5415589827307...
Name: geometry, dtype: object"
옥현로60번길,4310662,"0    LINESTRING (129.2653610650565 35.5399228047178...
Name: geometry, dtype: object"
왕생로100번길,4310665,"0    LINESTRING (129.3299081046556 35.5421387949255...
Name: geometry, dtype: object"
왕생로10번길,4310666,"0    LINESTRING (129.3326339873786 35.5344822618907...
Name: geometry, dtype: object"
왕생로120번길,4310667,"0    LINESTRING (129.329173845195 35.54387695263227...
Name: geometry, dtype: object"
왕생로124번길,4310668,"0    LINESTRING (129.3290285014114 35.5442188833212...
Name: geometry, dtype: object"
왕생로128번길,4310669,"0    LINESTRING (129.3294048409404 35.5447381586759...
Name: geometry, dtype: object"
왕생로128번길,4310669,"0    LINESTRING (129.3298689512746 35.5448721526738...
Name: geometry, dtype: object"
왕생로128번길,4310669,"0    LINESTRING (129.3288711879567 35.5445844151156...
Name: geometry, dtype: object"
왕생로138번길,4310670,"0    LINESTRING (129.32848957596 35.54547090731894,...
Name: geometry, dtype: object"
왕생로144번길,4310671,"0    LINESTRING (129.3283182823915 35.5458737807293...
Name: geometry, dtype: object"
왕생로154번길,4310672,"0    LINESTRING (129.3279431344024 35.5467581985783...
Name: geometry, dtype: object"
왕생로167번길,4310673,"0    LINESTRING (129.3274850583111 35.5479153180019...
Name: geometry, dtype: object"
왕생로168번길,4310674,"0    LINESTRING (129.3274850583111 35.5479153180019...
Name: geometry, dtype: object"
왕생로171번길,4310675,"0    LINESTRING (129.3275356107934 35.5482937510185...
Name: geometry, dtype: object"
왕생로172번길,4310676,"0    LINESTRING (129.3275356107934 35.5482937510185...
Name: geometry, dtype: object"
왕생로20번길,4310677,"0    LINESTRING (129.332811704204 35.53532004919226...
Name: geometry, dtype: object"
왕생로30번길,4310678,"0    LINESTRING (129.3326822582877 35.5363085020838...
Name: geometry, dtype: object"
왕생로36번길,4310679,"0    LINESTRING (129.332552662524 35.5367298882237,...
Name: geometry, dtype: object"
왕생로40번길,4310680,"0    LINESTRING (129.331801537158 35.53707459264366...
Name: geometry, dtype: object"
왕생로45번길,4310681,"0    LINESTRING (129.3316476925195 35.5375536728943...
Name: geometry, dtype: object"
왕생로46번길,4310682,"0    LINESTRING (129.3322732600739 35.5376383927014...
Name: geometry, dtype: object"
왕생로62번길,4310683,"0    LINESTRING (129.3318808086317 35.5389838197021...
Name: geometry, dtype: object"
왕생로66번길,4310684,"0    LINESTRING (129.331077502597 35.53932609380792...
Name: geometry, dtype: object"
왕생로72번길,4310685,"0    LINESTRING (129.3309042325858 35.5397436046262...
Name: geometry, dtype: object"
왕생로74번길,4310686,"0    LINESTRING (129.3313214537812 35.5401744810692...
Name: geometry, dtype: object"
왕생로77번길,4310687,"0    LINESTRING (129.3301287742732 35.5400681490073...
Name: geometry, dtype: object"
왕생로78번길,4310688,"0    LINESTRING (129.3311957301905 35.5404728464453...
Name: geometry, dtype: object"
왕생로81번길,4310689,"0    LINESTRING (129.3299845446572 35.5404183518715...
Name: geometry, dtype: object"
왕생로82번길,4310690,"0    LINESTRING (129.3310718841257 35.5407667541590...
Name: geometry, dtype: object"
왕생로86번길,4310691,"0    LINESTRING (129.3304126952274 35.5409255231363...
Name: geometry, dtype: object"
왕생로89번길,4310692,"0    LINESTRING (129.3296774862339 35.5411639263786...
Name: geometry, dtype: object"
왕생로95번길,4310693,"0    LINESTRING (129.329501069856 35.54158600418761...
Name: geometry, dtype: object"
용연로161번길,4310694,"0    LINESTRING (129.3602550660954 35.4784379140898...
Name: geometry, dtype: object"
용연로179번길,4310695,"0    LINESTRING (129.3602196934426 35.4768375869726...
Name: geometry, dtype: object"
용연로195번길,4310696,"0    LINESTRING (129.3601866959063 35.4753449399152...
Name: geometry, dtype: object"
용연로211번길,4310697,"0    LINESTRING (129.360157950535 35.47385674128373...
Name: geometry, dtype: object"
용연로230번길,4310699,"0    LINESTRING (129.360129282848 35.47225176028862...
Name: geometry, dtype: object"
용연로248번길,4310700,"0    LINESTRING (129.360099987481 35.47061179215014...
Name: geometry, dtype: object"
용연로50번길,4310701,"0    LINESTRING (129.3564887365785 35.4866023019372...
Name: geometry, dtype: object"
용연로98번길,4310702,"0    LINESTRING (129.3598849483136 35.4841623297430...
Name: geometry, dtype: object"
용잠로40번길,4310703,"0    LINESTRING (129.3444276655825 35.5010249169542...
Name: geometry, dtype: object"
용잠로74번길,4310704,"0    LINESTRING (129.3465713488745 35.4987309119199...
Name: geometry, dtype: object"
월평로103번길,4310705,"0    LINESTRING (129.3167989450454 35.543265646811,...
Name: geometry, dtype: object"
월평로117번길,4310706,"0    LINESTRING (129.3181524684473 35.5436155331216...
Name: geometry, dtype: object"
월평로129번길,4310707,"0    LINESTRING (129.3194110685366 35.5439408599201...
Name: geometry, dtype: object"
월평로135번길,4310708,"0    LINESTRING (129.3199632043043 35.5440835647798...
Name: geometry, dtype: object"
월평로147번길,4310709,"0    LINESTRING (129.3213113568137 35.5444320146744...
Name: geometry, dtype: object"
월평로147번길,4310709,"0    LINESTRING (129.3203444325514 35.5469613851693...
Name: geometry, dtype: object"
월평로159번길,4310710,"0    LINESTRING (129.3226789277366 35.5447854629923...
Name: geometry, dtype: object"
월평로168번길,4310711,"0    LINESTRING (129.323385679249 35.54496811811483...
Name: geometry, dtype: object"
월평로171번길,4310712,"0    LINESTRING (129.3238239038888 35.5450813756196...
Name: geometry, dtype: object"
월평로187번길,4310713,"0    LINESTRING (129.3254772763843 35.5455287896942...
Name: geometry, dtype: object"
월평로191번길,4310714,"0    LINESTRING (129.3257255993124 35.5461032730040...
Name: geometry, dtype: object"
월평로195번길,4310715,"0    LINESTRING (129.3261723230544 35.5462352099055...
Name: geometry, dtype: object"
월평로199번길,4310716,"0    LINESTRING (129.3268093455567 35.5459215917554...
Name: geometry, dtype: object"
월평로203번길,4310717,"0    LINESTRING (129.3270610051182 35.5464976765615...
Name: geometry, dtype: object"
월평로207번길,4310718,"0    LINESTRING (129.3275029744005 35.5466281973087...
Name: geometry, dtype: object"
월평로217번길,4310719,"0    LINESTRING (129.3284677287145 35.5469131153620...
Name: geometry, dtype: object"
월평로21번길,4310720,"0    LINESTRING (129.3080442258871 35.5409960869708...
Name: geometry, dtype: object"
월평로221번길,4310721,"0    LINESTRING (129.3289574454103 35.5470577416909...
Name: geometry, dtype: object"
월평로227번길,4310722,"0    LINESTRING (129.3296363379025 35.5467551619589...
Name: geometry, dtype: object"
월평로239번길,4310723,"0    LINESTRING (129.3310063215036 35.5471488057125...
Name: geometry, dtype: object"
월평로25번길,4310724,"0    LINESTRING (129.3085947566883 35.5411390734519...
Name: geometry, dtype: object"
월평로37번길,4310725,"0    LINESTRING (129.309661351369 35.54141605992298...
Name: geometry, dtype: object"
월평로47번길,4310726,"0    LINESTRING (129.3107519728766 35.5416992843686...
Name: geometry, dtype: object"
월평로48번길,4310727,"0    LINESTRING (129.3107409897065 35.5416964374089...
Name: geometry, dtype: object"
월평로59번길,4310728,"0    LINESTRING (129.3120109827592 35.5420262288102...
Name: geometry, dtype: object"
월평로69번길,4310729,"0    LINESTRING (129.3131612839724 35.5423249151457...
Name: geometry, dtype: object"
월평로69번길,4310729,"0    LINESTRING (129.3125565707868 35.5446721731126...
Name: geometry, dtype: object"
월평로69번길,4310729,"0    LINESTRING (129.3122621840408 35.5445949883416...
Name: geometry, dtype: object"
월평로81번길,4310730,"0    LINESTRING (129.3142936411918 35.5426179949251...
Name: geometry, dtype: object"
월평로85번길,4310731,"0    LINESTRING (129.3148436616776 35.5427601880116...
Name: geometry, dtype: object"
월평로91번길,4310732,"0    LINESTRING (129.3152700998509 35.5433471999651...
Name: geometry, dtype: object"
월평로91번길,4310732,"0    LINESTRING (129.3154366907191 35.5429134967314...
Name: geometry, dtype: object"
월평로9번길,4310733,"0    LINESTRING (129.3069107953815 35.5407017162683...
Name: geometry, dtype: object"
월평로9번길,4310733,"0    LINESTRING (129.3066331540291 35.5414301957541...
Name: geometry, dtype: object"
은월로12번길,4310734,"0    LINESTRING (129.2916326909897 35.5410622717464...
Name: geometry, dtype: object"
은월로12번길,4310734,"0    LINESTRING (129.2915412641562 35.5381658009249...
Name: geometry, dtype: object"
은월로12번길,4310734,"0    LINESTRING (129.2912281624679 35.5378611679508...
Name: geometry, dtype: object"
은월로2번길,4310735,"0    LINESTRING (129.2902817877288 35.5409542197097...
Name: geometry, dtype: object"
은월로40번길,4310736,"0    LINESTRING (129.2946018150287 35.5411867345119...
Name: geometry, dtype: object"
장검1길,4310737,"0    LINESTRING (129.2544236059781 35.5550106410777...
Name: geometry, dtype: object"
장검1길,4310737,"0    LINESTRING (129.2554867548187 35.5539228257671...
Name: geometry, dtype: object"
장검1길,4310737,"0    LINESTRING (129.2539179528626 35.5526053373037...
Name: geometry, dtype: object"
장생포고래로125번길,4310738,"0    LINESTRING (129.368610569278 35.5021575825021,...
Name: geometry, dtype: object"
장생포고래로125번길,4310738,"0    LINESTRING (129.3692442303318 35.5046910745184...
Name: geometry, dtype: object"
장생포고래로139번길,4310739,"0    LINESTRING (129.370332947616 35.5023433051252,...
Name: geometry, dtype: object"
장생포고래로139번길,4310739,"0    LINESTRING (129.3702418272248 35.5018027780479...
Name: geometry, dtype: object"
장생포고래로139번길,4310739,"0    LINESTRING (129.3698833888212 35.5013814258007...
Name: geometry, dtype: object"
장생포고래로155번길,4310740,"0    LINESTRING (129.3717697059025 35.5021958633271...
Name: geometry, dtype: object"
장생포고래로155번길,4310740,"0    LINESTRING (129.3715724759703 35.5011341228490...
Name: geometry, dtype: object"
장생포고래로173번길,4310741,"0    LINESTRING (129.3734721972284 35.5016390460237...
Name: geometry, dtype: object"
장생포고래로179번길,4310742,"0    LINESTRING (129.3741712065811 35.5018518212543...
Name: geometry, dtype: object"
장생포고래로183번길,4310743,"0    LINESTRING (129.3745977895502 35.5024099651750...
Name: geometry, dtype: object"
장생포고래로183번길,4310743,"0    LINESTRING (129.3744645675207 35.5033994788458...
Name: geometry, dtype: object"
장생포고래로183번길,4310743,"0    LINESTRING (129.3745932987248 35.5018226305371...
Name: geometry, dtype: object"
장생포고래로185번길,4310744,"0    LINESTRING (129.3753794438437 35.5026351362058...
Name: geometry, dtype: object"
장생포고래로185번길,4310744,"0    LINESTRING (129.3748317345904 35.5018057597188...
Name: geometry, dtype: object"
장생포고래로185번길,4310744,"0    LINESTRING (129.3755170981363 35.5024499933962...
Name: geometry, dtype: object"
장생포고래로197번길,4310745,"0    LINESTRING (129.3765643684227 35.5023823714926...
Name: geometry, dtype: object"
장생포고래로197번길,4310745,"0    LINESTRING (129.3771097480434 35.5030691307086...
Name: geometry, dtype: object"
장생포고래로197번길,4310745,"0    LINESTRING (129.3759982650568 35.5019447205536...
Name: geometry, dtype: object"
